LABNR,GR,C14AGE,C14STD,C13,COUNTRY,SITE,MAR,MATERIAL,SPECIES,PHASE,LOCUS,SAMPLE,CULTURE,PERIOD,calBC68,calBC95,REGION,LATITUDE,LONGITUDE,INCONGR,NOTICE,REFERENCE,ID
GL-48,---,"6930","120",0,Iraq,Jarmo,"-",charcoal,---,"5","5",---,Jarmo,ACN, 5830 +- 110,6050 - 5610,05.02 Samarra Kirkuk region,35.56,44.92,---,"Banadora: m�me echantillon que GL-44, avec traitement HCl et NaOH","Braidwood et al. (eds.) 1983, Koz?owski 1994a","1483"
UCLA-1723B,---,"7270","200",0,Iraq,Jarmo,"-",bone,"Bos, collagen",---,---,soundings,Jarmo,ACN, 6150 +- 200,6550 - 5750,05.02 Samarra Kirkuk region,35.56,44.92,---,---,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1490"
GrN-6353,---,"7655","75",0,Iraq,Jarmo,"-",organic temper,pottery,"1","1",---,Jarmo,ACN, 6520 +- 70,6660 - 6380,05.02 Samarra Kirkuk region,35.56,44.92,---,---,"Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1486"
W-608,---,"7750","250",0,Iraq,Jarmo,"-",bone,humic acid,"PQ 14 (-2,5 m)","PQ 14 (-2,5 m)",---,Jarmo,ACN, 6700 +- 300,7300 - 6100,05.02 Samarra Kirkuk region,35.56,44.92,---,"Banadora: ""lower"", niv. aceramique, m�me provenance que W-607, contamination par humus","Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1494"
UCLA-1723A,---,"7800","120",0,Iraq,Jarmo,"-",bone,"Ovis, collagen",---,---,soundings,Jarmo,ACN, 6720 +- 180,7080 - 6360,05.02 Samarra Kirkuk region,35.56,44.92,---,---,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1489"
W-652,---,"7950","200",0,Iraq,Jarmo,"-",charcoal,---,7a,7a,---,Jarmo,ACN, 6900 +- 260,7420 - 6380,05.02 Samarra Kirkuk region,35.56,44.92,---,"Banadora: ""lower"", cd. Braidwood 1958, 1426","Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1496"
UCLA-1714E,---,"7980","140",0,Iraq,Jarmo,"-",bone,"Onager, collagen",---,---,"Operation I, strat.",Jarmo,ACN, 6900 +- 190,7280 - 6520,05.02 Samarra Kirkuk region,35.56,44.92,---,---,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1488"
H-551/-491,---,"8525","175",0,Iraq,Jarmo,"-",charcoal,---,"7","7",---,Jarmo,ACN, 7610 +- 240,8090 - 7130,05.02 Samarra Kirkuk region,35.56,44.92,or 8520 +- 175 BP?,"Banadora: ""lower"", Henry/Servello 1974, 40","Braidwood 1958b, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1487"
W-651,---,"8830","200",0,Iraq,Jarmo,"-",charcoal,---,"4","4",---,Jarmo,ACN, 7960 +- 250,8460 - 7460,05.02 Samarra Kirkuk region,35.56,44.92,---,"Banadora: ""lower"" Braidwood 1958, 1426","Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1495"
W-607,---,"9040","250",0,Iraq,Jarmo,"-",soil,ash from hearth,"PQ 14 (-2,5 m)","PQ 14 (-2,5 m)",---,Jarmo,ACN, 8210 +- 350,8910 - 7510,05.02 Samarra Kirkuk region,35.56,44.92,---,"Banadora: ""lower"", aceramique, Braidwood 1958, 1426","Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1493"
W-665,---,"11200","200",0,Iraq,Jarmo,"-",soil,ashy soil,"N 18 (-2,00 m)","N 18 (-2,00 m)",---,Jarmo,ACN, 11170 +- 160,11490 - 10850,05.02 Samarra Kirkuk region,35.56,44.92,---,"Banadora: ""lower"", -2,00 m (niv. aceramique), cf. Braidwood 1958, 1426","Rubin and Alexander 1960, Hole 1987, Koz?owski 1994a","1498"
W-657,---,"11240","300",0,Iraq,Jarmo,"-",soil,ashy soil,"PQ 14 (-2,25 m)","PQ 14 (-2,25 m)",---,Jarmo,ACN, 11230 +- 260,11750 - 10710,05.02 Samarra Kirkuk region,35.56,44.92,---,"Banadora: sommet niv. aceramique, Braidwood 1958, 1426","Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Koz?owski 1994a","1497"
BM-1458,---,"5570","55",0,Iraq,Madhhur,"-",seeds,carbinized grain,---,---,---,Obeid final,CH, 4420 +- 50,4520 - 4320,05.03 Lower Mesopotamia,34.2,44.95,---,---,Burleigh et al. 1982a,"1995"
IGAN-773,---,"7490","50",0,Iraq,Magzaliyah,"-",charcoal,---,level 10,level 10,---,PPNB,ACN, 6350 +- 70,6490 - 6210,05.01 Mosul Arbil region,36.39,42.33,---,Kozlowski 1994: classical PPNB,"Bader 1989, Koz?owski 1994a","1879"
IGAN-772,---,"8010","50",0,Iraq,Magzaliyah,"-",charcoal,---,layer 10,layer 10,---,PPNB,ACN, 6920 +- 110,7140 - 6700,05.01 Mosul Arbil region,36.39,42.33,---,Kozlowski 1994: classical PPNB,"Bader 1989, Koz?owski 1994a","1878"
W-623,---,"7570","250",0,Iraq,Matarrah,"-",charcoal,---,Op. VI-4,Op. VI-4,---,Hassuna,PN, 6480 +- 280,7040 - 5920,05.02 Samarra Kirkuk region,35.18,44.4,---,"Banadora: Mattarrah ""Lower"", cf. Braidwood 1958, 1426","Rubin and Alexander 1960, Bernbeck 1994","1902"
Gd-6356,---,"9630","130",0,Iraq,M'lefaat,"-",charcoal,---,lower layer,lower layer,---,Mlefatian,ACN, 9010 +- 190,9390 - 8630,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1852"
OxA-3749,---,"9660","250",0,Iraq,M'lefaat,"-",seeds,carbinized grain,upper layer,upper layer,---,Mlefatian,ACN, 9100 +- 380,9860 - 8340,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1856"
OxA-3819,---,"9680","100",0,Iraq,M'lefaat,"-",seeds,carbinized grain,upper layer,upper layer,---,Mlefatian,ACN, 9060 +- 170,9400 - 8720,05.01 Mosul Arbil region,36.31,43.54,---,---,"Koz?owski 1994a, Waterbolk 1994","1857"
OxA-3747,---,"9870","1140",0,Iraq,M'lefaat,"-",seeds,carbinized grain,upper layer,upper layer,---,Mlefatian,ACN, 9360 +- 1430,12220 - 6500,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1854"
OxA-3748,---,"9890","120",0,Iraq,M'lefaat,"-",seeds,carbinized grain,upper layer,upper layer,---,Mlefatian,ACN, 9480 +- 200,9880 - 9080,05.01 Mosul Arbil region,36.31,43.54,or 9890 +- 250 BP?,---,Koz?owski 1994a,"1855"
Gd-6149,---,"10290","180",0,Iraq,M'lefaat,"-",charcoal,---,lower layer,lower layer,---,Mlefatian,ACN, 10120 +- 380,10880 - 9360,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1850"
Gd-4465,---,"10850","200",0,Iraq,M'lefaat,"-",charcoal,---,Upper Layer,Upper Layer,---,Mlefatian,ACN, 10820 +- 230,11280 - 10360,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1846"
Gd-6150,---,"10890","140",0,Iraq,M'lefaat,"-",charcoal,---,upper layer,upper layer,---,Mlefatian,ACN, 10940 +- 120,11180 - 10700,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1851"
Gd-4658,---,"12360","280",0,Iraq,M'lefaat,"-",charcoal,---,lower layer,lower layer,---,Mlefatian,ACN, 12500 +- 420,13340 - 11660,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1849"
Gd-4483,---,"12810","660",0,Iraq,M'lefaat,"-",charcoal,---,lower layer,lower layer,---,Mlefatian,ACN, 13130 +- 900,14930 - 11330,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1847"
Gd-6363,---,"13540","180",0,Iraq,M'lefaat,"-",charcoal,---,upper layer,upper layer,---,Mlefatian,ACN, 14140 +- 260,14660 - 13620,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1853"
Gd-4652,---,"13860","300",0,Iraq,M'lefaat,"-",charcoal,---,lower layer,lower layer,---,Mlefatian,ACN, 14590 +- 420,15430 - 13750,05.01 Mosul Arbil region,36.31,43.54,---,---,Koz?owski 1994a,"1848"
Gd-4194,---,"5200","450",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 3990 +- 510,5010 - 2970,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2086"
Gd-5110,---,"7470","60",0,Iraq,Nemrik 9,"-",mollusc,---,phase 5,phase 5,---,Nemrikian,ACN, 6340 +- 70,6480 - 6200,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2114"
Gd-2935,---,"7640","110",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 6500 +- 100,6700 - 6300,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2073"
Gd-4204,---,"7980","140",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 6900 +- 190,7280 - 6520,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2087"
Gd-4222,---,"8180","120",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4/5,phase 4/5,---,Nemrikian,ACN, 7200 +- 170,7540 - 6860,05.01 Mosul Arbil region,36.73,42.88,---,Banadora: falsch Gd-8180,"Pazdur 1992, Koz?owski 1994a, Waterbolk 1994","2143"
Gd-6119,---,"8300","150",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 7310 +- 180,7670 - 6950,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2132"
Gd-6108,---,"8300","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 7320 +- 160,7640 - 7000,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2128"
Gd-2637,---,"8440","130",0,Iraq,Nemrik 9,"-",charcoal,or shell?,phase 4,phase 4,---,Nemrikian,ACN, 7440 +- 140,7720 - 7160,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2065"
Gd-6113,---,"8570","150",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 7680 +- 200,8080 - 7280,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2131"
Gd-5111,---,"8630","70",0,Iraq,Nemrik 9,"-",mollusc,---,phase 5,phase 5,---,Nemrikian,ACN, 7690 +- 90,7870 - 7510,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2115"
Gd-4207,---,"8700","110",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3/4,phase 3/4,---,Nemrikian,ACN, 7820 +- 180,8180 - 7460,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a, Banadora","2089"
Gd-5422,---,"8750","80",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 7860 +- 170,8200 - 7520,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2122"
Gd-4463,---,"8910","220",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 8040 +- 280,8600 - 7480,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2106"
Gd-4205,---,"9000","150",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 8140 +- 230,8600 - 7680,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2088"
Gd-2778,---,"9010","170",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8150 +- 260,8670 - 7630,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2072"
Gd-4364,---,"9030","400",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 8260 +- 530,9320 - 7200,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2100"
Gd-5240,---,"9130","60",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8380 +- 90,8560 - 8200,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2118"
Gd-4365,---,"9140","150",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8360 +- 210,8780 - 7940,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2101"
Gd-5424,---,"9140","90",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 8400 +- 110,8620 - 8180,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2123"
Gd-5425,---,"9140","90",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8400 +- 110,8620 - 8180,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2144"
Gd-5186,---,"9170","90",0,Iraq,Nemrik 9,"-",charcoal,or shell?,phase 4,phase 4,---,Nemrikian,ACN, 8420 +- 110,8640 - 8200,05.01 Mosul Arbil region,36.73,42.88,---,same phase than house 1,"Pazdur 1992, Koz?owski 1994a","2116"
Gd-2936,---,"9170","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 8430 +- 150,8730 - 8130,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2074"
Gd-6130,---,"9230","160",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8510 +- 200,8910 - 8110,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2138"
Gd-5421,---,"9250","70",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8480 +- 110,8700 - 8260,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2121"
Gd-6131,---,"9370","120",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8680 +- 210,9100 - 8260,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2139"
Gd-4213,---,"9410","550",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 8850 +- 810,10470 - 7230,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2095"
Gd-5443,---,"9420","90",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 8790 +- 200,9190 - 8390,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2125"
Gd-2966,---,"9440","160",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8810 +- 270,9350 - 8270,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2077"
Gd-2713,---,"9470","140",0,Iraq,Nemrik 9,"-",mollusc,---,phase 4/5,phase 4/5,---,Nemrikian,ACN, 8850 +- 240,9330 - 8370,05.01 Mosul Arbil region,36.73,42.88,or LABNR =  Gd-2731?,Banadora: pr�s de la maison 3,"Pazdur 1992, Koz?owski 1994a","2066"
Gd-2773,---,"9480","170",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8850 +- 260,9370 - 8330,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a, Banadora","2069"
Gd-2972,---,"9490","170",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8860 +- 260,9380 - 8340,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2082"
Gd-4193,---,"9500","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8880 +- 220,9320 - 8440,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2085"
Gd-6129,---,"9510","150",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8880 +- 240,9360 - 8400,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2137"
Gd-6120,---,"9530","140",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8910 +- 220,9350 - 8470,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2133"
Gd-2766,---,"9570","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 8950 +- 200,9350 - 8550,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2068"
Gd-4453,---,"9630","160",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 9000 +- 220,9440 - 8560,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2105"
Gd-4474,---,"9640","300",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 9110 +- 470,10050 - 8170,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2109"
Gd-6148,---,"9720","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 5,phase 5,---,Nemrikian,ACN, 9100 +- 210,9520 - 8680,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2141"
Gd-2937,---,"9740","150",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 9150 +- 250,9650 - 8650,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2075"
Gd-4372,---,"9770","240",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9280 +- 420,10120 - 8440,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2104"
Gd-4371,---,"9770","520",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9360 +- 780,10920 - 7800,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2103"
Gd-6121,---,"9780","180",0,Iraq,Nemrik 9,"-",charcoal,---,"phase 2, floors below house 7A","phase 2, floors below house 7A",---,Nemrikian,ACN, 9260 +- 340,9940 - 8580,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2134"
Gd-2963,---,"9780","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9210 +- 250,9710 - 8710,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2076"
Gd-6152,---,"9800","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 9260 +- 270,9800 - 8720,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2142"
Gd-6127,---,"9800","160",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9280 +- 320,9920 - 8640,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2135"
Gd-6128,---,"9870","160",0,Iraq,Nemrik 9,"-",charcoal,---,"phase 1, on virgin soil","phase 1, on virgin soil",---,Nemrikian,ACN, 9450 +- 280,10010 - 8890,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2136"
Gd-4224,---,"9930","230",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 9570 +- 390,10350 - 8790,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2099"
Gd-5595,---,"9950","100",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 9540 +- 190,9920 - 9160,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2127"
Gd-6110,---,"9970","170",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9620 +- 290,10200 - 9040,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2129"
Gd-6143,---,"9990","140",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9620 +- 250,10120 - 9120,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2140"
Gd-5257,---,"10020","80",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 9610 +- 190,9990 - 9230,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2120"
Gd-4209,---,"10040","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 9680 +- 260,10200 - 9160,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2091"
Gd-2970,---,"10070","120",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9710 +- 260,10230 - 9190,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2080"
Gd-4208,---,"10100","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 9750 +- 270,10290 - 9210,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2090"
Gd-6111,---,"10130","180",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 9840 +- 350,10540 - 9140,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2130"
Gd-2777,---,"10180","130",0,Iraq,Nemrik 9,"-",charcoal,---,phase 5,phase 5,---,Nemrikian,ACN, 9880 +- 300,10480 - 9280,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2071"
Gd-4210,---,"10180","190",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3/4,phase 3/4,---,Nemrikian,ACN, 9930 +- 390,10710 - 9150,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2092"
Gd-4211,---,"10260","170",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 10060 +- 360,10780 - 9340,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2093"
Gd-2971,---,"10330","150",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 10210 +- 330,10870 - 9550,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2081"
Gd-4475,---,"10370","330",0,Iraq,Nemrik 9,"-",charcoal,---,"phase 2, floor below house 7A","phase 2, floor below house 7A",---,Nemrikian,ACN, 10140 +- 520,11180 - 9100,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2110"
Gd-2973,---,"10400","190",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 10280 +- 360,11000 - 9560,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2083"
Gd-4212,---,"10480","180",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 10410 +- 300,11010 - 9810,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2094"
Gd-5451,---,"10700","120",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 10690 +- 180,11050 - 10330,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2126"
Gd-4478,---,"10700","190",0,Iraq,Nemrik 9,"-",charcoal,---,"phase 3, below house 3","phase 3, below house 3",---,Nemrikian,ACN, 10630 +- 250,11130 - 10130,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2113"
Gd-2714,---,"10900","140",0,Iraq,Nemrik 9,"-",mollusc,---,phase 2,phase 2,---,Nemrikian,ACN, 10950 +- 120,11190 - 10710,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2067"
Gd-4469,---,"11090","190",0,Iraq,Nemrik 9,"-",charcoal,---,phase 1/2,phase 1/2,---,Nemrikian,ACN, 11090 +- 140,11370 - 10810,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2107"
Gd-4477,---,"11150","560",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 10990 +- 680,12350 - 9630,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2112"
Gd-5249,---,"11180","90",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 11130 +- 100,11330 - 10930,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2119"
Gd-4118,---,"11300","200",0,Iraq,Nemrik 9,"-",charcoal,---,phase 5,phase 5,---,Nemrikian,ACN, 11250 +- 180,11610 - 10890,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2084"
Gd-4473,---,"12240","340",0,Iraq,Nemrik 9,"-",charcoal,---,"phase 3, below house 3","phase 3, below house 3",---,Nemrikian,ACN, 12380 +- 490,13360 - 11400,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2108"
Gd-4370,---,"12550","1000",0,Iraq,Nemrik 9,"-",charcoal,---,phase 3,phase 3,---,Nemrikian,ACN, 12940 +- 1270,15480 - 10400,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2102"
Gd-2969,---,"13000","2400",0,Iraq,Nemrik 9,"-",charcoal,---,phase 1,phase 1,---,Nemrikian,ACN, 13340 +- 2990,19320 - 7360,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2079"
Gd-4476,---,"13600","900",0,Iraq,Nemrik 9,"-",charcoal,---,phase 5,phase 5,---,Nemrikian,ACN, 14270 +- 1290,16850 - 11690,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2111"
Gd-5440,---,"18250","220",0,Iraq,Nemrik 9,"-",charcoal,---,phase 4,phase 4,---,Nemrikian,ACN, 19730 +- 340,20410 - 19050,05.01 Mosul Arbil region,36.73,42.88,---,---,Koz?owski 1994a,"2124"
Gd-4223,---,"20800","550",0,Iraq,Nemrik 9,"-",charcoal,---,phase 2,phase 2,---,Nemrikian,ACN, 23040 +- 710,24460 - 21620,05.01 Mosul Arbil region,36.73,42.88,---,---,"Pazdur 1992, Koz?owski 1994a","2098"
